pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80,pos81,pos82,pos83,pos84,pos85,pos86,pos87,pos88,pos89,pos90,pos91,pos92,pos93,pos94,pos95,pos96,pos97,pos98,pos99,pos100,pos101,pos102,pos103,pos104,pos105,pos106,pos107,pos108,pos109,pos110,pos111,pos112,pos113,pos114,pos115,pos116,pos117,pos118,pos119,pos120,pos121,pos122,pos123,pos124,pos125,pos126,pos127,pos128,pos129,pos130,pos131,pos132,pos133,pos134,pos135,pos136,pos137,pos138,pos139,pos140,pos141,pos142,pos143,pos144,pos145,pos146,pos147,pos148,pos149,pos150,pos151,pos152,pos153,pos154,pos155,pos156,pos157,pos158,pos159,pos160,pos161,pos162,pos163,pos164,pos165,pos166,pos167,pos168,pos169,pos170,pos171,pos172,pos173,pos174,pos175,pos176,pos177,pos178,pos179,pos180,pos181,pos182,pos183,pos184,pos185,pos186,pos187,pos188,pos189,pos190,pos191,pos192,pos193,pos194,pos195,pos196,pos197,pos198,pos199,pos200,pos201,pos202,pos203,pos204,pos205,pos206,pos207,pos208,pos209,pos210,pos211,pos212,pos213,pos214,pos215,pos216,pos217,pos218,pos219,pos220,pos221,pos222,pos223,pos224,pos225,pos226,pos227,pos228,pos229,pos230,pos231,pos232,pos233,pos234,pos235,pos236,pos237,pos238,pos239,pos240,pos241,pos242,pos243,pos244,pos245,pos246,pos247,pos248,pos249,pos250,pos251,pos252,pos253,pos254,pos255,pos256,pos257,pos258,pos259,pos260,pos261,pos262,pos263,pos264,pos265,pos266,pos267,pos268,pos269,pos270,pos271,pos272,pos273,pos274,pos275,pos276
124.32239919674416,111.47285311182985,103.14494813602849,94.33939382743277,88.0293767001924,81.54819826021361,76.85477912998822,73.53892165004629,71.23776555404712,69.05160364041099,67.18803977522879,66.5158628479198,65.18953723957664,64.8658509837478,64.20116079517676,63.513232075360634,63.547993370859466,63.01064329214512,62.4748591927158,62.55288339059114,62.409466395265845,61.88501681200463,61.606874023514024,61.731781256859755,61.745393751355635,61.37171195349754,61.229584252738505,61.488062596450035,61.0456931461094,61.51811625493572,60.982218970483984,61.40489456104052,61.06327626119353,61.18800692362831,61.20854666731283,60.95801634564183,61.32539654027065,60.80004284318609,61.32379725929698,60.797583616902116,61.1661365584538,60.93769953950478,60.91217540736185,61.12266014849108,60.683919559760284,61.21201474046398,60.59586199455135,61.13744779625725,60.69856857143229,60.89400231211671,60.90913677083637,60.617449249082384,61.0777833928971,60.45832001293375,61.06550401446249,60.50272983832381,60.863443783890936,60.70549090141732,60.56389765622216,60.92671243401464,60.34185926203967,60.99793344342079,60.32583469142995,60.83653405000392,60.52498265420282,60.52963662234413,60.78522520446693,60.26159440495462,60.91510852133133,60.198167391501485,60.80599868670815,60.37874556750779,60.500309800507566,60.66674787662947,60.18515343258151,60.85132269660777,60.07270364126745,60.774355404568055,60.23963857262225,60.46431735925287,60.55842952862825,60.121824873484506,60.783664143369705,59.97893431835939,60.7410690654305,60.13825260865996,60.43095340331033,60.47752846317707,60.06101795462111,60.73736152029825,59.88487878849125,60.710904474782204,60.03730271322602,60.39170186021307,60.403382630545664,59.996334992684126,60.69807850678508,59.80820295882537,60.68186557524771,59.97340590353757,60.35111643992874,60.36015181341563,59.942293687073814,60.662760712801514,59.75091484172062,60.64521114976451,59.92474880744653,60.30335893786113,60.3344851036804,59.87308282179644,60.656273759155454,59.679972897724696,60.627359332959614,59.886071274071575,60.25171518450362,60.32800571968216,59.802755639448684,60.65353905007561,59.62894502769974,60.59910652030686,59.86562672574558,60.19448820982886,60.3258535442049,59.7320668154131,60.642373981403516,59.576466793713266,60.558361604564055,59.85309708683972,60.116773770188004,60.33782020077433,59.651543863668216,60.64191830696555,59.53230604166745,60.508670922432636,59.86029628883223,60.02847222278199,60.368558784001365,59.56838340695488,60.645898198020646,59.49928945679629,60.45680880118327,59.88767987233551,59.93166912090309,60.41506414520579,59.48236476001732,60.653258140419034,59.47599145409378,60.38946978223873,59.932882570158355,59.82301732966634,60.47325936658252,59.39894167892684,60.655350419759436,59.467725449641904,60.32459646396225,59.98233928370206,59.72577721856687,60.515017844525225,59.33979947421333,60.63523364194112,59.490543519946804,60.22458941016775,60.06359196088205,59.5997902904685,60.58342531018341,59.27191332170585,60.611619789898775,59.52707334132181,60.11096549527634,60.15234798220114,59.47699442799951,60.627915097341436,59.236739155172295,60.553995277674176,59.59097466491034,59.98156469819994,60.24821798654614,59.3675693258936,60.65584284105914,59.22497126260267,60.47402192442877,59.68008153042385,59.834667743417796,60.35949990189569,59.247591596879325,60.68915882584859,59.216180051164365,60.38291704005772,59.782383133000394,59.676651470831814,60.46259294254956,59.14813735915913,60.685178487489786,59.25698262436322,60.25443457568308,59.913762467653584,59.51036557021867,60.563432808218,59.06990314312067,60.65601163840887,59.318476818452794,60.103356734544725,60.05101330110951,59.34473423480974,60.641429478559125,59.02277367084067,60.58469910372914,59.42874807770931,59.912459835046995,60.211940962030305,59.18095086275398,60.695396717642126,59.015770808394905,60.47340582152783,59.565157265240394,59.71200124624858,60.356527814410434,59.04312335974716,60.71489642594079,59.04760888772023,60.32581703432782,59.73384536563349,59.49580804880602,60.504884725352355,58.93295328107261,60.695650084560796,59.13272470404877,60.135495294640506,59.93246682354831,59.27827527285667,60.63564595935903,58.86441927125281,60.63704769950211,59.26687893437936,59.92133219585814,60.13963957046001,59.08048512358623,60.72380096349825,58.848852506387885,60.515199874794064,59.44417837184931,59.673860284502275,60.34269201488812,58.904813724781626,60.7635174089398,58.893618490931374,60.33726513012213,59.65721754011773,59.407749817416274,60.52716544459386,58.773136694254895,60.74021367698415,59.004406848136796,60.10471615352891,59.905991496856004,59.14769107892995,60.67518523834814,58.70865215634937,60.64071183438081,59.18998244978325,59.820741892315155,60.169598513534694,58.90204630935016,60.776805398970616,58.7099038387928,60.47558397902119,59.42832294684103,59.511658933867,60.411999752519975,58.71604638472297,60.79034771147971,58.80834876855387,60.23099827784072,59.71272908240766,59.19530094835063,60.62296390777473
